(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % python3 finetune_llama.py
4.52.3
/opt/anaconda3/envs/llama3-finetune/lib/python3.11/site-packages/transformers/__init__.py
3.11.11 (main, Dec 11 2024, 10:25:04) [Clang 14.0.6 ]
/opt/anaconda3/envs/llama3-finetune/lib/python3.11/site-packages/transformers/training_args.py:1577: FutureWarning: using `no_cuda` is deprecated and will be removed in version 5.0 of 🤗 Transformers. Use `use_cpu` instead
  warnings.warn(
  0%|                                                                                                                                                  | 0/4220 [00:00<?, ?it/s]`loss_type=None` was set in the config but it is unrecognised.Using the default loss: `ForCausalLMLoss`.
{'loss': 2.9287, 'grad_norm': 3.421931743621826, 'learning_rate': 0.0001995734597156398, 'epoch': 0.0}                                                                          
{'loss': 1.4498, 'grad_norm': 0.9577077031135559, 'learning_rate': 0.00010383886255924171, 'epoch': 0.96}                                                                       
{'loss': 1.3262, 'grad_norm': 1.0100362300872803, 'learning_rate': 0.00010336492890995261, 'epoch': 0.97}                                                                       
{'loss': 1.4219, 'grad_norm': 1.0915875434875488, 'learning_rate': 0.0001028909952606635, 'epoch': 0.97}                                                                        
{'loss': 1.3424, 'grad_norm': 0.9044044613838196, 'learning_rate': 0.00010241706161137441, 'epoch': 0.98}                                                                       
{'loss': 1.3085, 'grad_norm': 1.2912755012512207, 'learning_rate': 0.00010194312796208531, 'epoch': 0.98}                                                                       
{'loss': 1.3891, 'grad_norm': 1.061667561531067, 'learning_rate': 0.00010146919431279623, 'epoch': 0.99}                                                                        
{'loss': 1.3588, 'grad_norm': 0.9316680431365967, 'learning_rate': 0.00010099526066350711, 'epoch': 0.99}                                                                       
{'loss': 1.3077, 'grad_norm': 0.948774516582489, 'learning_rate': 0.00010052132701421801, 'epoch': 1.0}                                                                         
{'loss': 1.3265, 'grad_norm': 1.753907322883606, 'learning_rate': 0.00010004739336492893, 'epoch': 1.0}                                                                         
{'eval_loss': 1.2981382608413696, 'eval_runtime': 672.2608, 'eval_samples_per_second': 1.488, 'eval_steps_per_second': 1.488, 'epoch': 1.0}                                     
{'loss': 1.3205, 'grad_norm': 0.9942328333854675, 'learning_rate': 9.957345971563981e-05, 'epoch': 1.0}                                                                         {'loss': 1.2512, 'grad_norm': 0.9387568235397339, 'learning_rate': 9.909952606635071e-05, 'epoch': 1.01}                                                                        
{'loss': 1.2101, 'grad_norm': 1.1334999799728394, 'learning_rate': 9.862559241706161e-05, 'epoch': 1.01}                                                                         5 51%|███████████████████████████████████████████████████████████████████▌                                                                 | 2142/4220 [7:31:28<6:20:51, 11.00s 51%|█████████████████████████████████████████████████████████████████                                                               | 2143/4220 [7:47:58<175:51:25, 304.81s/it]{'loss': 1.2403, 'grad_norm': 1.2254040241241455, 'learning_rate': 9.815165876777251e-05, 'epoch': 1.02}                                                                        
{'loss': 1.2016, 'grad_norm': 0.8979922533035278, 'learning_rate': 9.767772511848343e-05, 'epoch': 1.02}                                                                          
 51%|██████████████████████████████████████████████████████████████████▌                                                               | 2160/4220 [8:21:56<188:30:24, 329.43s/i 51%|█████████████████████████████████████████████████████████████████▌                                                              | 2161/4220 [8:22:06<133:27:54, 233.35s/it]{'loss': 1.2926, 'grad_norm': 1.0097224712371826, 'learning_rate': 9.720379146919431e-05, 'epoch': 1.03}                                                                        {'loss': 1.3177, 'grad_norm': 1.143819808959961, 'learning_rate': 9.672985781990523e-05, 'epoch': 1.03}                                                                         
{'loss': 1.1997, 'grad_norm': 1.1121290922164917, 'learning_rate': 9.625592417061611e-05, 'epoch': 1.04}                                                                        
{'loss': 1.2847, 'grad_norm': 1.042425513267517, 'learning_rate': 9.578199052132701e-05, 'epoch': 1.04}                                                                         
{'loss': 1.3248, 'grad_norm': 1.125746250152588, 'learning_rate': 9.530805687203793e-05, 'epoch': 1.05}                                                                         
{'loss': 1.2919, 'grad_norm': 1.1819580793380737, 'learning_rate': 9.483412322274881e-05, 'epoch': 1.05}                                                                        
{'loss': 1.2834, 'grad_norm': 1.0527279376983643, 'learning_rate': 9.436018957345972e-05, 'epoch': 1.06}                                                                        
{'loss': 1.2735, 'grad_norm': 0.9397909641265869, 'learning_rate': 9.388625592417062e-05, 'epoch': 1.06}                                                                        
{'loss': 1.2872, 'grad_norm': 0.9291949272155762, 'learning_rate': 9.341232227488152e-05, 'epoch': 1.07}                                                                        
{'loss': 1.2789, 'grad_norm': 0.9553985595703125, 'learning_rate': 9.293838862559242e-05, 'epoch': 1.07}                                                                        
{'loss': 1.2678, 'grad_norm': 0.9063240885734558, 'learning_rate': 9.246445497630332e-05, 'epoch': 1.08}                                                                        
{'loss': 1.2105, 'grad_norm': 1.070837378501892, 'learning_rate': 9.199052132701422e-05, 'epoch': 1.08}                                                                         
{'loss': 1.2367, 'grad_norm': 1.0430766344070435, 'learning_rate': 9.151658767772512e-05, 'epoch': 1.09}                                                                        
{'loss': 1.2137, 'grad_norm': 1.312130331993103, 'learning_rate': 9.104265402843602e-05, 'epoch': 1.09}                                                                         
{'loss': 1.2702, 'grad_norm': 0.9980327486991882, 'learning_rate': 9.056872037914692e-05, 'epoch': 1.09}                                                                        
{'loss': 1.3627, 'grad_norm': 0.9711387753486633, 'learning_rate': 9.009478672985782e-05, 'epoch': 1.1}                                                                         
{'loss': 1.2974, 'grad_norm': 1.0682799816131592, 'learning_rate': 8.962085308056872e-05, 'epoch': 1.1}                                                                         
{'loss': 1.2802, 'grad_norm': 1.028307557106018, 'learning_rate': 8.914691943127964e-05, 'epoch': 1.11}                                                                         
{'loss': 1.2778, 'grad_norm': 1.0966954231262207, 'learning_rate': 8.867298578199052e-05, 'epoch': 1.11}                                                                        
{'loss': 1.2657, 'grad_norm': 1.0007929801940918, 'learning_rate': 8.819905213270142e-05, 'epoch': 1.12}                                                                        
{'loss': 1.2448, 'grad_norm': 0.8721728920936584, 'learning_rate': 8.772511848341232e-05, 'epoch': 1.12}                                                                        
{'loss': 1.2674, 'grad_norm': 1.1865040063858032, 'learning_rate': 8.725118483412322e-05, 'epoch': 1.13}                                                                        
{'loss': 1.2532, 'grad_norm': 0.9889233708381653, 'learning_rate': 8.677725118483414e-05, 'epoch': 1.13}                                                                          
{'loss': 1.252, 'grad_norm': 0.9127090573310852, 'learning_rate': 8.630331753554502e-05, 'epoch': 1.14}                                                                           
{'loss': 1.2611, 'grad_norm': 1.3561856746673584, 'learning_rate': 8.582938388625593e-05, 'epoch': 1.14}                                                                          
{'loss': 1.1855, 'grad_norm': 1.0617547035217285, 'learning_rate': 8.535545023696682e-05, 'epoch': 1.15}                                                                          
{'loss': 1.289, 'grad_norm': 1.0039739608764648, 'learning_rate': 8.488151658767773e-05, 'epoch': 1.15}                                                                           
{'loss': 1.2599, 'grad_norm': 0.9178748726844788, 'learning_rate': 8.440758293838863e-05, 'epoch': 1.16}                                                                          
{'loss': 1.3028, 'grad_norm': 0.8987723588943481, 'learning_rate': 8.393364928909952e-05, 'epoch': 1.16}                                                                          
{'loss': 1.2862, 'grad_norm': 1.0453168153762817, 'learning_rate': 8.345971563981043e-05, 'epoch': 1.17}                                                                          
{'loss': 1.2821, 'grad_norm': 1.182008981704712, 'learning_rate': 8.298578199052133e-05, 'epoch': 1.17}                                                                           
{'loss': 1.3095, 'grad_norm': 0.9939888119697571, 'learning_rate': 8.251184834123223e-05, 'epoch': 1.18}                                                                          
{'loss': 1.2706, 'grad_norm': 1.0075271129608154, 'learning_rate': 8.203791469194313e-05, 'epoch': 1.18}                                                                          
{'loss': 1.2711, 'grad_norm': 1.2287278175354004, 'learning_rate': 8.156398104265403e-05, 'epoch': 1.18}                                                                          
{'loss': 1.3137, 'grad_norm': 1.0164499282836914, 'learning_rate': 8.109004739336493e-05, 'epoch': 1.19}                                                                          
{'loss': 1.2666, 'grad_norm': 1.02861750125885, 'learning_rate': 8.061611374407583e-05, 'epoch': 1.19}                                                                            
 60%|███████████████████████████████████████████████████████████████████████████████                                                     | 2528/4220 [11:05:55<3:55:47,  8.36s/i 60%|████████████████████████████████████████████████████████████████████████████                                                   | 2529/4220 [11:19:38<118:41:53, 252.70s/it]{'loss': 1.2144, 'grad_norm': 0.929098904132843, 'learning_rate': 8.014218009478673e-05, 'epoch': 1.2}                                                                          
 60%|████████████████████████████████████████████████████████████████████████████▊                                                   | 2531/4220 [11:20:09<61:35:40, 131.28s/it]
 60%|█████████████████████████████████████████████████████████████████████████████▍                                                   | 2532/4220 [11:20:19<44:30:51, 94.94s/it]
{'loss': 1.2733, 'grad_norm': 1.1057614088058472, 'learning_rate': 7.966824644549763e-05, 'epoch': 1.2}                                                                         
{'loss': 1.2901, 'grad_norm': 0.9923475980758667, 'learning_rate': 7.919431279620853e-05, 'epoch': 1.21}                                                                        
{'loss': 1.2607, 'grad_norm': 1.220322847366333, 'learning_rate': 7.872037914691943e-05, 'epoch': 1.21}                                                                         
{'loss': 1.2792, 'grad_norm': 1.1654434204101562, 'learning_rate': 7.824644549763033e-05, 'epoch': 1.22}                                                                        
{'loss': 1.2508, 'grad_norm': 1.1598597764968872, 'learning_rate': 7.777251184834123e-05, 'epoch': 1.22}                                                                        
{'loss': 1.2607, 'grad_norm': 1.058983325958252, 'learning_rate': 7.729857819905214e-05, 'epoch': 1.23}                                                                         
{'loss': 1.258, 'grad_norm': 1.37375009059906, 'learning_rate': 7.682464454976303e-05, 'epoch': 1.23}                                                                           
{'loss': 1.201, 'grad_norm': 0.9765930771827698, 'learning_rate': 7.635071090047393e-05, 'epoch': 1.24}                                                                         
{'loss': 1.3374, 'grad_norm': 1.0817506313323975, 'learning_rate': 7.587677725118484e-05, 'epoch': 1.24}                                                                        
{'loss': 1.2842, 'grad_norm': 0.9515591859817505, 'learning_rate': 7.540284360189573e-05, 'epoch': 1.25}                                                                        
{'loss': 1.2518, 'grad_norm': 1.2386099100112915, 'learning_rate': 7.492890995260664e-05, 'epoch': 1.25}                                                                        
{'loss': 1.253, 'grad_norm': 0.9055819511413574, 'learning_rate': 7.445497630331753e-05, 'epoch': 1.26}                                                                         
{'loss': 1.2431, 'grad_norm': 1.0001088380813599, 'learning_rate': 7.398104265402844e-05, 'epoch': 1.26}                                                                        
{'loss': 1.2841, 'grad_norm': 0.8823491930961609, 'learning_rate': 7.350710900473934e-05, 'epoch': 1.27}                                                                        
{'loss': 1.2415, 'grad_norm': 1.1066114902496338, 'learning_rate': 7.303317535545024e-05, 'epoch': 1.27}                                                                        
{'loss': 1.2763, 'grad_norm': 1.0640950202941895, 'learning_rate': 7.255924170616114e-05, 'epoch': 1.27}                                                                        
{'loss': 1.2894, 'grad_norm': 0.9232783913612366, 'learning_rate': 7.208530805687204e-05, 'epoch': 1.28}                                                                        
{'loss': 1.2471, 'grad_norm': 1.0745259523391724, 'learning_rate': 7.161137440758294e-05, 'epoch': 1.28}                                                                        
{'loss': 1.2743, 'grad_norm': 1.134721279144287, 'learning_rate': 7.113744075829384e-05, 'epoch': 1.29}                                                                         
{'loss': 1.2688, 'grad_norm': 1.0093772411346436, 'learning_rate': 7.066350710900474e-05, 'epoch': 1.29}                                                                        
{'loss': 1.2422, 'grad_norm': 0.9228411316871643, 'learning_rate': 7.018957345971564e-05, 'epoch': 1.3}                                                                         
{'loss': 1.2609, 'grad_norm': 0.9119579792022705, 'learning_rate': 6.971563981042654e-05, 'epoch': 1.3}                                                                         
{'loss': 1.2438, 'grad_norm': 1.051056146621704, 'learning_rate': 6.924170616113744e-05, 'epoch': 1.31}                                                                         
{'loss': 1.2763, 'grad_norm': 0.9909099340438843, 'learning_rate': 6.876777251184836e-05, 'epoch': 1.31}                                                                        
{'loss': 1.2695, 'grad_norm': 1.1593210697174072, 'learning_rate': 6.829383886255924e-05, 'epoch': 1.32}                                                                        
{'loss': 1.2166, 'grad_norm': 0.8707643151283264, 'learning_rate': 6.781990521327014e-05, 'epoch': 1.32}                                                                        
{'loss': 1.2373, 'grad_norm': 0.9816123247146606, 'learning_rate': 6.734597156398104e-05, 'epoch': 1.33}                                                                        
{'loss': 1.2223, 'grad_norm': 0.9906699657440186, 'learning_rate': 6.687203791469194e-05, 'epoch': 1.33}                                                                        
{'loss': 1.2727, 'grad_norm': 0.89616858959198, 'learning_rate': 6.639810426540285e-05, 'epoch': 1.34}                                                                          
{'loss': 1.1982, 'grad_norm': 0.9845651388168335, 'learning_rate': 6.592417061611374e-05, 'epoch': 1.34}                                                                        
{'loss': 1.2637, 'grad_norm': 0.9009223580360413, 'learning_rate': 6.545023696682465e-05, 'epoch': 1.35}                                                                        
{'loss': 1.2302, 'grad_norm': 1.0974392890930176, 'learning_rate': 6.497630331753555e-05, 'epoch': 1.35}                                                                        
{'loss': 1.2923, 'grad_norm': 0.9998092651367188, 'learning_rate': 6.450236966824645e-05, 'epoch': 1.36}                                                                        
{'loss': 1.2453, 'grad_norm': 0.9222120642662048, 'learning_rate': 6.402843601895735e-05, 'epoch': 1.36}                                                                        
{'loss': 1.2663, 'grad_norm': 1.0362154245376587, 'learning_rate': 6.355450236966824e-05, 'epoch': 1.37}                                                                        
{'loss': 1.2381, 'grad_norm': 0.9841201305389404, 'learning_rate': 6.308056872037915e-05, 'epoch': 1.37}                                                                        
{'loss': 1.2356, 'grad_norm': 0.9629791975021362, 'learning_rate': 6.260663507109005e-05, 'epoch': 1.37}                                                                        
{'loss': 1.289, 'grad_norm': 1.0808234214782715, 'learning_rate': 6.213270142180095e-05, 'epoch': 1.38}                                                                         
{'loss': 1.1704, 'grad_norm': 1.0003348588943481, 'learning_rate': 6.165876777251185e-05, 'epoch': 1.38}                                                                        
{'loss': 1.293, 'grad_norm': 1.0203230381011963, 'learning_rate': 6.118483412322275e-05, 'epoch': 1.39}                                                                         
{'loss': 1.2665, 'grad_norm': 1.0560781955718994, 'learning_rate': 6.071090047393365e-05, 'epoch': 1.39}                                                                        
{'loss': 1.266, 'grad_norm': 0.9729335308074951, 'learning_rate': 6.0236966824644545e-05, 'epoch': 1.4}                                                                         
{'loss': 1.2268, 'grad_norm': 0.8686152696609497, 'learning_rate': 5.976303317535545e-05, 'epoch': 1.4}                                                                         
{'loss': 1.2228, 'grad_norm': 1.1081656217575073, 'learning_rate': 5.928909952606635e-05, 'epoch': 1.41}                                                                        
{'loss': 1.2678, 'grad_norm': 1.0120409727096558, 'learning_rate': 5.881516587677726e-05, 'epoch': 1.41}                                                                        
{'loss': 1.265, 'grad_norm': 1.0983874797821045, 'learning_rate': 5.834123222748815e-05, 'epoch': 1.42}                                                                         
{'loss': 1.2872, 'grad_norm': 1.0784415006637573, 'learning_rate': 5.786729857819906e-05, 'epoch': 1.42}                                                                        
{'loss': 1.288, 'grad_norm': 0.9399924874305725, 'learning_rate': 5.739336492890996e-05, 'epoch': 1.43}                                                                         
{'loss': 1.2533, 'grad_norm': 0.9535937905311584, 'learning_rate': 5.6919431279620864e-05, 'epoch': 1.43}                                                                       
{'loss': 1.2468, 'grad_norm': 1.2287523746490479, 'learning_rate': 5.644549763033176e-05, 'epoch': 1.44}                                                                        
{'loss': 1.3066, 'grad_norm': 1.1483579874038696, 'learning_rate': 5.597156398104265e-05, 'epoch': 1.44}                                                                        {'loss': 1.2392, 'grad_norm': 0.9375970363616943, 'learning_rate': 5.5497630331753556e-05, 'epoch': 1.45}                                                                       
{'loss': 1.2371, 'grad_norm': 1.0672037601470947, 'learning_rate': 5.5023696682464456e-05, 'epoch': 1.45}                                                                       
{'loss': 1.2138, 'grad_norm': 1.1336807012557983, 'learning_rate': 5.454976303317536e-05, 'epoch': 1.46}                                                                        
{'loss': 1.2096, 'grad_norm': 1.1814486980438232, 'learning_rate': 5.4075829383886256e-05, 'epoch': 1.46}                                                                       
{'loss': 1.2383, 'grad_norm': 0.951819121837616, 'learning_rate': 5.360189573459716e-05, 'epoch': 1.46}                                                                         
{'loss': 1.259, 'grad_norm': 1.0094590187072754, 'learning_rate': 5.3127962085308056e-05, 'epoch': 1.47}                                                                        
{'loss': 1.2659, 'grad_norm': 0.8886377215385437, 'learning_rate': 5.265402843601896e-05, 'epoch': 1.47}                                                                        
{'loss': 1.2356, 'grad_norm': 1.1714531183242798, 'learning_rate': 5.218009478672986e-05, 'epoch': 1.48}                                                                        
{'loss': 1.253, 'grad_norm': 1.153351068496704, 'learning_rate': 5.1706161137440755e-05, 'epoch': 1.48}                                                                         
{'loss': 1.2566, 'grad_norm': 1.1024901866912842, 'learning_rate': 5.123222748815166e-05, 'epoch': 1.49}                                                                        
{'loss': 1.2921, 'grad_norm': 0.8940555453300476, 'learning_rate': 5.075829383886256e-05, 'epoch': 1.49}                                                                        
{'loss': 1.2739, 'grad_norm': 1.1331337690353394, 'learning_rate': 5.028436018957347e-05, 'epoch': 1.5}                                                                         
{'loss': 1.1942, 'grad_norm': 0.9499955177307129, 'learning_rate': 4.981042654028436e-05, 'epoch': 1.5}                                                                         
{'loss': 1.2449, 'grad_norm': 1.2158801555633545, 'learning_rate': 4.933649289099526e-05, 'epoch': 1.51}                                                                        
{'loss': 1.2998, 'grad_norm': 1.0670231580734253, 'learning_rate': 4.886255924170616e-05, 'epoch': 1.51}                                                                        
{'loss': 1.2499, 'grad_norm': 1.0809326171875, 'learning_rate': 4.838862559241707e-05, 'epoch': 1.52}                                                                           
{'loss': 1.2227, 'grad_norm': 0.9319307208061218, 'learning_rate': 4.791469194312797e-05, 'epoch': 1.52}                                                                        
{'loss': 1.1966, 'grad_norm': 1.025317907333374, 'learning_rate': 4.744075829383887e-05, 'epoch': 1.53}                                                                         
{'loss': 1.1901, 'grad_norm': 1.19268000125885, 'learning_rate': 4.6966824644549767e-05, 'epoch': 1.53}                                                                         
{'loss': 1.2007, 'grad_norm': 0.9873491525650024, 'learning_rate': 4.6492890995260666e-05, 'epoch': 1.54}                                                                       
{'loss': 1.2517, 'grad_norm': 1.0974972248077393, 'learning_rate': 4.6018957345971566e-05, 'epoch': 1.54}                                                                       
{'loss': 1.1945, 'grad_norm': 0.8596445322036743, 'learning_rate': 4.5545023696682466e-05, 'epoch': 1.55}                                                                       
{'loss': 1.2549, 'grad_norm': 1.1067118644714355, 'learning_rate': 4.5071090047393366e-05, 'epoch': 1.55}                                                                        7{'loss': 1.2436, 'grad_norm': 1.0814493894577026, 'learning_rate': 4.4597156398104266e-05, 'epoch': 1.55}                                                                         
{'loss': 1.2701, 'grad_norm': 1.0339616537094116, 'learning_rate': 4.4123222748815165e-05, 'epoch': 1.56}                                                                         
{'loss': 1.2013, 'grad_norm': 1.048485279083252, 'learning_rate': 4.364928909952607e-05, 'epoch': 1.56}                                                                           
{'loss': 1.2616, 'grad_norm': 0.9149747490882874, 'learning_rate': 4.317535545023697e-05, 'epoch': 1.57}                                                                          
{'loss': 1.2424, 'grad_norm': 0.9433456063270569, 'learning_rate': 4.270142180094787e-05, 'epoch': 1.57}                                                                          
{'loss': 1.2577, 'grad_norm': 1.1874035596847534, 'learning_rate': 4.2227488151658765e-05, 'epoch': 1.58}                                                                         
{'loss': 1.3193, 'grad_norm': 1.1158366203308105, 'learning_rate': 4.175355450236967e-05, 'epoch': 1.58}                                                                          
{'loss': 1.2546, 'grad_norm': 0.9735346436500549, 'learning_rate': 4.127962085308057e-05, 'epoch': 1.59}                                                                          
{'loss': 1.2457, 'grad_norm': 1.036340594291687, 'learning_rate': 4.080568720379147e-05, 'epoch': 1.59}                                                                           
{'loss': 1.2849, 'grad_norm': 1.1196515560150146, 'learning_rate': 4.033175355450237e-05, 'epoch': 1.6}                                                                           
{'loss': 1.2399, 'grad_norm': 1.0472941398620605, 'learning_rate': 3.985781990521327e-05, 'epoch': 1.6}                                                                           
{'loss': 1.2584, 'grad_norm': 0.9265422224998474, 'learning_rate': 3.938388625592418e-05, 'epoch': 1.61}                                                                          
{'loss': 1.2006, 'grad_norm': 1.0858358144760132, 'learning_rate': 3.890995260663508e-05, 'epoch': 1.61}                                                                          
{'loss': 1.2594, 'grad_norm': 0.8827391266822815, 'learning_rate': 3.843601895734598e-05, 'epoch': 1.62}                                                                          
{'loss': 1.2792, 'grad_norm': 1.0441051721572876, 'learning_rate': 3.796208530805687e-05, 'epoch': 1.62}                                                                          
{'loss': 1.2509, 'grad_norm': 1.0900640487670898, 'learning_rate': 3.748815165876777e-05, 'epoch': 1.63}                                                                          
{'loss': 1.242, 'grad_norm': 1.0852930545806885, 'learning_rate': 3.7014218009478676e-05, 'epoch': 1.63}                                                                          
{'loss': 1.2268, 'grad_norm': 1.037282943725586, 'learning_rate': 3.6540284360189576e-05, 'epoch': 1.64}                                                                          
{'loss': 1.2332, 'grad_norm': 1.005990982055664, 'learning_rate': 3.6066350710900476e-05, 'epoch': 1.64}                                                                          
{'loss': 1.26, 'grad_norm': 0.9916578531265259, 'learning_rate': 3.5592417061611376e-05, 'epoch': 1.64}                                                                           
{'loss': 1.2342, 'grad_norm': 1.066755771636963, 'learning_rate': 3.5118483412322275e-05, 'epoch': 1.65}                                                                          
{'loss': 1.2745, 'grad_norm': 1.0299758911132812, 'learning_rate': 3.464454976303318e-05, 'epoch': 1.65}                                                                          
{'loss': 1.2612, 'grad_norm': 0.9539251923561096, 'learning_rate': 3.4170616113744075e-05, 'epoch': 1.66}                                                                         
{'loss': 1.2526, 'grad_norm': 1.1734403371810913, 'learning_rate': 3.3696682464454975e-05, 'epoch': 1.66}                                                                         
{'loss': 1.2171, 'grad_norm': 1.0610039234161377, 'learning_rate': 3.3222748815165875e-05, 'epoch': 1.67}                                                                         
{'loss': 1.2274, 'grad_norm': 1.1189873218536377, 'learning_rate': 3.274881516587678e-05, 'epoch': 1.67}                                                                          
{'loss': 1.2099, 'grad_norm': 1.094187617301941, 'learning_rate': 3.227488151658768e-05, 'epoch': 1.68}                                                                           
{'loss': 1.25, 'grad_norm': 1.32404625415802, 'learning_rate': 3.180094786729858e-05, 'epoch': 1.68}                                                                              
{'loss': 1.2215, 'grad_norm': 0.930540144443512, 'learning_rate': 3.132701421800948e-05, 'epoch': 1.69}                                                                           
{'loss': 1.2356, 'grad_norm': 0.9820271134376526, 'learning_rate': 3.085308056872038e-05, 'epoch': 1.69}                                                                          
{'loss': 1.241, 'grad_norm': 1.119347333908081, 'learning_rate': 3.0379146919431277e-05, 'epoch': 1.7}                                                                            
{'loss': 1.1757, 'grad_norm': 0.9039510488510132, 'learning_rate': 2.990521327014218e-05, 'epoch': 1.7}                                                                           
{'loss': 1.1959, 'grad_norm': 1.0261433124542236, 'learning_rate': 2.943127962085308e-05, 'epoch': 1.71}                                                                          
{'loss': 1.2064, 'grad_norm': 0.9266234040260315, 'learning_rate': 2.8957345971563983e-05, 'epoch': 1.71}                                                                         
{'loss': 1.3256, 'grad_norm': 1.1786088943481445, 'learning_rate': 2.8483412322274883e-05, 'epoch': 1.72}                                                                         
{'loss': 1.2434, 'grad_norm': 1.0977835655212402, 'learning_rate': 2.8009478672985783e-05, 'epoch': 1.72}                                                                         
{'loss': 1.2119, 'grad_norm': 0.9675170183181763, 'learning_rate': 2.7535545023696686e-05, 'epoch': 1.73}                                                                         
{'loss': 1.183, 'grad_norm': 1.0252182483673096, 'learning_rate': 2.7061611374407586e-05, 'epoch': 1.73}                                                                          
{'loss': 1.2103, 'grad_norm': 0.9432334303855896, 'learning_rate': 2.658767772511849e-05, 'epoch': 1.73}                                                                          
{'loss': 1.1924, 'grad_norm': 1.0198479890823364, 'learning_rate': 2.6113744075829382e-05, 'epoch': 1.74}                                                                         
{'loss': 1.2176, 'grad_norm': 0.9707671403884888, 'learning_rate': 2.5639810426540285e-05, 'epoch': 1.74}                                                                         
{'loss': 1.2527, 'grad_norm': 1.0933187007904053, 'learning_rate': 2.5165876777251185e-05, 'epoch': 1.75}                                                                         
{'loss': 1.2125, 'grad_norm': 1.0777181386947632, 'learning_rate': 2.4691943127962085e-05, 'epoch': 1.75}                                                                         
{'loss': 1.2232, 'grad_norm': 1.0665230751037598, 'learning_rate': 2.4218009478672988e-05, 'epoch': 1.76}                                                                         
{'loss': 1.2427, 'grad_norm': 0.8493401408195496, 'learning_rate': 2.3744075829383888e-05, 'epoch': 1.76}                                                                         
{'loss': 1.2428, 'grad_norm': 0.955822765827179, 'learning_rate': 2.3270142180094788e-05, 'epoch': 1.77}                                                                          
{'loss': 1.2455, 'grad_norm': 1.045668601989746, 'learning_rate': 2.2796208530805687e-05, 'epoch': 1.77}                                                                          
{'loss': 1.2238, 'grad_norm': 1.2396093606948853, 'learning_rate': 2.232227488151659e-05, 'epoch': 1.78}                                                                          
 89%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍              | 3751/4220 [18:05:17<10:39:26, 81.80s/it]
 89%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌              | 3752/4220 [18:05:34<8:06:06, 62.32s/it] 89%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋              | 3755/4220 [18:06:00<3:30:19, 27.14s/it]

{'loss': 1.1879, 'grad_norm': 1.045623540878296, 'learning_rate': 2.184834123222749e-05, 'epoch': 1.78}                                                                         
{'loss': 1.26, 'grad_norm': 1.1823067665100098, 'learning_rate': 2.1374407582938387e-05, 'epoch': 1.79}                                                                         
{'loss': 1.2723, 'grad_norm': 0.885927140712738, 'learning_rate': 2.090047393364929e-05, 'epoch': 1.79}                                                                         
{'loss': 1.2033, 'grad_norm': 0.9226396679878235, 'learning_rate': 2.042654028436019e-05, 'epoch': 1.8}                                                                         
{'loss': 1.2715, 'grad_norm': 0.9717961549758911, 'learning_rate': 1.9952606635071093e-05, 'epoch': 1.8}                                                                        
{'loss': 1.2309, 'grad_norm': 0.906168520450592, 'learning_rate': 1.9478672985781993e-05, 'epoch': 1.81}                                                                        
{'loss': 1.2601, 'grad_norm': 1.0347830057144165, 'learning_rate': 1.9004739336492893e-05, 'epoch': 1.81}                                                                       
{'loss': 1.2402, 'grad_norm': 1.056626319885254, 'learning_rate': 1.8530805687203792e-05, 'epoch': 1.82}                                                                        
{'loss': 1.2239, 'grad_norm': 0.9646735191345215, 'learning_rate': 1.8056872037914692e-05, 'epoch': 1.82}                                                                       
{'loss': 1.2667, 'grad_norm': 1.0074005126953125, 'learning_rate': 1.7582938388625595e-05, 'epoch': 1.82}                                                                       
{'loss': 1.2424, 'grad_norm': 0.9598000645637512, 'learning_rate': 1.7109004739336492e-05, 'epoch': 1.83}                                                                       
{'loss': 1.2484, 'grad_norm': 1.0487767457962036, 'learning_rate': 1.6635071090047395e-05, 'epoch': 1.83}                                                                       
{'loss': 1.2468, 'grad_norm': 0.9325611591339111, 'learning_rate': 1.6161137440758295e-05, 'epoch': 1.84}                                                                       
{'loss': 1.2289, 'grad_norm': 0.909882664680481, 'learning_rate': 1.5687203791469195e-05, 'epoch': 1.84}                                                                        
{'loss': 1.2479, 'grad_norm': 0.8801494240760803, 'learning_rate': 1.5213270142180094e-05, 'epoch': 1.85}                                                                       
{'loss': 1.2372, 'grad_norm': 1.0365480184555054, 'learning_rate': 1.4739336492890996e-05, 'epoch': 1.85}                                                                       
{'loss': 1.2093, 'grad_norm': 0.9270892143249512, 'learning_rate': 1.4265402843601896e-05, 'epoch': 1.86}                                                                       
{'loss': 1.2436, 'grad_norm': 0.9890052676200867, 'learning_rate': 1.3791469194312797e-05, 'epoch': 1.86}                                                                       
{'loss': 1.2127, 'grad_norm': 1.0154938697814941, 'learning_rate': 1.3317535545023695e-05, 'epoch': 1.87}                                                                       
{'loss': 1.2136, 'grad_norm': 0.910968542098999, 'learning_rate': 1.2843601895734597e-05, 'epoch': 1.87}                                                                        
{'loss': 1.2801, 'grad_norm': 1.0038679838180542, 'learning_rate': 1.2369668246445498e-05, 'epoch': 1.88}                                                                       
{'loss': 1.2539, 'grad_norm': 0.9363925457000732, 'learning_rate': 1.1895734597156398e-05, 'epoch': 1.88}                                                                       
